epoch,val_loss,elapsed,test_softmin,mean_pnl,std_pnl,fees_mean
200,8.961587905883789,17.254929495975375,nan,nan,nan,nan
400,8.969229698181152,34.22283855685964,nan,nan,nan,nan
600,8.928529739379883,51.31501976773143,nan,nan,nan,nan
800,8.982946395874023,68.9311179080978,nan,nan,nan,nan
1000,8.933788299560547,86.5431268797256,nan,nan,nan,nan
1200,8.934505462646484,103.82967307185754,nan,nan,nan,nan
1400,8.940864562988281,121.19267813581973,nan,nan,nan,nan
1600,8.984593391418457,138.61449334491044,nan,nan,nan,nan
1800,8.953079223632812,156.07047856179997,nan,nan,nan,nan
2000,8.955368041992188,173.06596061075106,nan,nan,nan,nan
2200,8.910501480102539,190.00410555070266,nan,nan,nan,nan
2400,8.931123733520508,207.0502604697831,nan,nan,nan,nan
2600,9.009496688842773,224.03844430064783,nan,nan,nan,nan
2800,8.966580390930176,240.60119283990934,nan,nan,nan,nan
3000,8.995552062988281,257.1745800967328,nan,nan,nan,nan
3200,8.955337524414062,273.9141300288029,nan,nan,nan,nan
3400,8.904668807983398,290.55014966987073,nan,nan,nan,nan
3600,9.028322219848633,307.16077894577757,nan,nan,nan,nan
3800,9.002861022949219,323.8022490008734,nan,nan,nan,nan
4000,9.05293083190918,340.3286296678707,nan,nan,nan,nan
4200,8.976617813110352,357.08288205601275,nan,nan,nan,nan
4400,8.953855514526367,374.4851576127112,nan,nan,nan,nan
4600,9.04848861694336,392.0318847997114,nan,nan,nan,nan
4800,8.930079460144043,409.98764582676813,nan,nan,nan,nan
5000,8.978784561157227,427.8419223567471,nan,nan,nan,nan
5200,8.947357177734375,445.5202610520646,nan,nan,nan,nan
5400,8.949310302734375,463.12558119371533,nan,nan,nan,nan
5600,8.98382568359375,480.77856811275706,nan,nan,nan,nan
5800,8.965272903442383,498.61022038105875,nan,nan,nan,nan
6000,8.924960136413574,516.3947856286541,nan,nan,nan,nan
6200,8.963935852050781,533.99512740504,nan,nan,nan,nan
6400,8.938800811767578,551.4731439370662,nan,nan,nan,nan
6600,8.961833953857422,569.1090314369649,nan,nan,nan,nan
6800,8.974281311035156,586.5978886960074,nan,nan,nan,nan
7000,8.993307113647461,603.8469597697258,nan,nan,nan,nan
7200,8.95035171508789,621.3260082276538,nan,nan,nan,nan
7400,9.262014389038086,638.7096935608424,nan,nan,nan,nan
7600,8.964662551879883,656.0656041759066,nan,nan,nan,nan
7800,9.024297714233398,673.441513821017,nan,nan,nan,nan
8000,9.106212615966797,691.1923943199217,nan,nan,nan,nan
8200,8.943891525268555,708.7819687779993,nan,nan,nan,nan
8400,8.958688735961914,726.2936829687096,nan,nan,nan,nan
8600,9.006538391113281,743.7228415957652,nan,nan,nan,nan
8800,9.019160270690918,761.0164954070933,nan,nan,nan,nan
9000,8.954635620117188,778.0634792428464,nan,nan,nan,nan
9200,8.950592041015625,795.1375414277427,nan,nan,nan,nan
9400,9.012800216674805,812.3047492457554,nan,nan,nan,nan
9600,8.961195945739746,829.4898432097398,nan,nan,nan,nan
9800,8.941089630126953,846.3816838576458,nan,nan,nan,nan
10000,8.94814682006836,863.4428590317257,nan,nan,nan,nan
10000,8.94814682006836,863.4705247487873,9.06645393371582,-7.9132771492004395,1.4096732139587402,0.0
