epoch,val_loss,elapsed,test_softmin,mean_pnl,std_pnl,fees_mean
200,20.640310287475586,11.843544254079461,nan,nan,nan,nan
400,16.810779571533203,23.585694469045848,nan,nan,nan,nan
600,16.422033309936523,35.69666210608557,nan,nan,nan,nan
800,16.008359909057617,47.50054973689839,nan,nan,nan,nan
1000,11.907354354858398,59.14652766985819,nan,nan,nan,nan
1200,17.123069763183594,71.1331742159091,nan,nan,nan,nan
1400,11.775734901428223,83.00853541493416,nan,nan,nan,nan
1600,11.930248260498047,94.8095795949921,nan,nan,nan,nan
1800,11.506508827209473,106.61636631796136,nan,nan,nan,nan
2000,10.765828132629395,119.22285636793822,nan,nan,nan,nan
2200,14.935616493225098,131.85787092195824,nan,nan,nan,nan
2400,12.302567481994629,144.54814407182857,nan,nan,nan,nan
2600,12.64222240447998,157.02927385503426,nan,nan,nan,nan
2800,10.38088607788086,169.52427287679166,nan,nan,nan,nan
3000,14.260781288146973,182.15296938084066,nan,nan,nan,nan
3200,11.810087203979492,194.62104625301436,nan,nan,nan,nan
3400,10.471405029296875,207.0708545590751,nan,nan,nan,nan
3600,10.018905639648438,219.51660636765882,nan,nan,nan,nan
3800,10.855310440063477,231.8326626927592,nan,nan,nan,nan
4000,12.17203140258789,244.23069468373433,nan,nan,nan,nan
4200,12.811025619506836,256.64997756201774,nan,nan,nan,nan
4400,10.46988296508789,269.0213525518775,nan,nan,nan,nan
4600,10.839073181152344,281.39999037096277,nan,nan,nan,nan
4800,10.195106506347656,293.88206694088876,nan,nan,nan,nan
5000,10.098791122436523,306.2779480777681,nan,nan,nan,nan
5200,10.340696334838867,319.4156799148768,nan,nan,nan,nan
5400,11.076390266418457,332.4867875999771,nan,nan,nan,nan
5600,10.453639030456543,345.52916646003723,nan,nan,nan,nan
5800,10.508882522583008,358.7225731210783,nan,nan,nan,nan
6000,11.132501602172852,371.6188693670556,nan,nan,nan,nan
6200,10.279894828796387,384.8845398318954,nan,nan,nan,nan
6400,10.333961486816406,398.14751949487254,nan,nan,nan,nan
6600,10.049468994140625,411.2400607857853,nan,nan,nan,nan
6800,10.092811584472656,424.16882456466556,nan,nan,nan,nan
7000,10.013921737670898,437.21602991083637,nan,nan,nan,nan
7200,9.990287780761719,450.40772912697867,nan,nan,nan,nan
7400,9.976563453674316,463.49239390110597,nan,nan,nan,nan
7600,10.146242141723633,476.48212534887716,nan,nan,nan,nan
7800,9.988231658935547,489.6104051428847,nan,nan,nan,nan
8000,11.874908447265625,502.0952531960793,nan,nan,nan,nan
8200,9.987279891967773,514.3052881266922,nan,nan,nan,nan
8400,10.824434280395508,526.550672731828,nan,nan,nan,nan
8600,10.031597137451172,538.7258377880789,nan,nan,nan,nan
8800,10.099944114685059,550.7360904440284,nan,nan,nan,nan
9000,10.341695785522461,562.6893490510993,nan,nan,nan,nan
9200,10.084135055541992,574.7096573170274,nan,nan,nan,nan
9400,10.000041961669922,586.6941903796978,nan,nan,nan,nan
9600,10.335515975952148,598.2752342256717,nan,nan,nan,nan
9800,10.708700180053711,610.1651842510328,nan,nan,nan,nan
10000,11.051372528076172,622.1224226560444,nan,nan,nan,nan
10000,11.051372528076172,622.1365825929679,10.005340576171875,-7.897073268890381,2.453564167022705,0.0
