epoch,val_loss,elapsed,test_softmin,mean_pnl,std_pnl,fees_mean
200,18.943416595458984,13.070636177435517,nan,nan,nan,nan
400,12.6841459274292,25.870363001246005,nan,nan,nan,nan
600,11.710257530212402,38.75116512319073,nan,nan,nan,nan
800,13.934112548828125,51.53464439511299,nan,nan,nan,nan
1000,11.371576309204102,64.51584540819749,nan,nan,nan,nan
1200,12.577634811401367,77.64822049019858,nan,nan,nan,nan
1400,10.97422981262207,90.54107431601733,nan,nan,nan,nan
1600,10.629867553710938,103.39569891616702,nan,nan,nan,nan
1800,13.014678955078125,116.31014011800289,nan,nan,nan,nan
2000,11.6491117477417,129.1817681384273,nan,nan,nan,nan
2200,13.41035270690918,141.943417545408,nan,nan,nan,nan
2400,13.482002258300781,154.7681610742584,nan,nan,nan,nan
2600,10.639226913452148,167.75099731236696,nan,nan,nan,nan
2800,10.426480293273926,180.54745188634843,nan,nan,nan,nan
3000,11.359363555908203,193.32130031613633,nan,nan,nan,nan
3200,10.2861328125,206.30013142619282,nan,nan,nan,nan
3400,10.346063613891602,219.27890606643632,nan,nan,nan,nan
3600,10.557293891906738,232.0640266542323,nan,nan,nan,nan
3800,11.040321350097656,244.64724214328453,nan,nan,nan,nan
4000,12.658559799194336,257.3828953271732,nan,nan,nan,nan
4200,10.463518142700195,270.175872491207,nan,nan,nan,nan
4400,10.281322479248047,282.7594544091262,nan,nan,nan,nan
4600,11.903505325317383,295.48502972442657,nan,nan,nan,nan
4800,10.199294090270996,308.3636144432239,nan,nan,nan,nan
5000,10.204216957092285,321.28516279300675,nan,nan,nan,nan
5200,10.204240798950195,334.06876887520775,nan,nan,nan,nan
5400,10.284707069396973,346.8554146881215,nan,nan,nan,nan
5600,10.8880033493042,359.41068690037355,nan,nan,nan,nan
5800,10.193723678588867,372.16260015638545,nan,nan,nan,nan
6000,11.88306999206543,384.82553861802444,nan,nan,nan,nan
6200,10.338333129882812,397.3621039763093,nan,nan,nan,nan
6400,10.189678192138672,409.9756461442448,nan,nan,nan,nan
6600,10.188167572021484,422.9100713771768,nan,nan,nan,nan
6800,10.374893188476562,435.8676829203032,nan,nan,nan,nan
7000,10.886038780212402,448.58713611308485,nan,nan,nan,nan
7200,11.820821762084961,461.27988082543015,nan,nan,nan,nan
7400,10.57636833190918,473.72975178202614,nan,nan,nan,nan
7600,10.823047637939453,486.6310036331415,nan,nan,nan,nan
7800,10.707475662231445,499.3461613492109,nan,nan,nan,nan
8000,10.156871795654297,512.1485563041642,nan,nan,nan,nan
8200,10.595422744750977,524.7351003531367,nan,nan,nan,nan
8400,10.894922256469727,537.4132139901631,nan,nan,nan,nan
8600,10.135774612426758,549.9778791340068,nan,nan,nan,nan
8800,14.099693298339844,562.5413409923203,nan,nan,nan,nan
9000,10.372907638549805,575.2518349210732,nan,nan,nan,nan
9200,10.167028427124023,588.0236997883767,nan,nan,nan,nan
9400,10.185809135437012,600.6791914021596,nan,nan,nan,nan
9600,10.284786224365234,613.3500959393568,nan,nan,nan,nan
9800,10.799552917480469,625.90768858511,nan,nan,nan,nan
10000,10.083589553833008,638.4802891551517,nan,nan,nan,nan
10000,10.083589553833008,638.4944101618603,10.156651496887207,-8.117779731750488,2.4522974491119385,0.22899626195430756
