epoch,val_loss,elapsed
200,10.242477416992188,14.188845576252788
400,9.700677871704102,28.39865831937641
600,9.682703018188477,42.621254086028785
800,9.571540832519531,56.965528395958245
1000,9.813047409057617,71.44482431327924
1200,10.526250839233398,85.75778849702328
1400,9.756649017333984,100.04528500232846
1600,10.446330070495605,114.40739930607378
1800,11.270265579223633,128.76863055303693
2000,9.824642181396484,143.13334894226864
2200,11.34737777709961,157.43266286328435
2400,9.929116249084473,171.8296110671945
2600,13.12275218963623,186.12992292596027
2800,10.39792537689209,200.41179417306557
3000,9.595386505126953,214.6871165232733
3200,9.750625610351562,229.10492146527395
3400,10.171960830688477,243.36961846705526
3600,9.615582466125488,257.7490732059814
3800,9.882965087890625,272.1391936731525
4000,10.342623710632324,286.65220779227093
4200,10.274810791015625,301.32331897038966
4400,10.626886367797852,315.75428812531754
4600,10.580465316772461,330.062853617128
4800,12.239851951599121,344.4501022109762
5000,10.40267276763916,358.82561784796417
5200,9.504874229431152,373.26803403906524
5400,10.049540519714355,387.70573973003775
5600,9.786962509155273,402.09107882808894
5800,9.480552673339844,416.54012154601514
6000,9.479364395141602,430.9454551623203
6200,9.448448181152344,445.3644782411866
6400,11.988815307617188,459.81871327897534
6600,9.402610778808594,474.2711625401862
6800,9.492498397827148,488.7037267922424
7000,9.531095504760742,503.1593485069461
7200,9.40764045715332,517.6687894919887
7400,9.681297302246094,532.0562843549997
7600,9.463850021362305,546.7510564951226
7800,13.026396751403809,561.1582316681743
8000,9.651054382324219,575.8576378989965
8200,9.394594192504883,590.3273639753461
8400,9.456454277038574,604.7128020320088
8600,9.623123168945312,619.0552248060703
8800,9.446475982666016,633.3707080152817
9000,9.539754867553711,647.8773877262138
9200,9.392889022827148,662.2659884872846
9400,9.374391555786133,676.9445899100974
9600,9.617115020751953,691.253228483256
9800,9.395599365234375,705.6213862150908
10000,10.662858009338379,720.0115223922767
