epoch,val_loss,elapsed
200,9.311368942260742,18.86130559630692
400,9.166983604431152,37.64209921611473
600,9.18215560913086,56.56309982109815
800,9.147855758666992,75.46216261107475
1000,9.273134231567383,94.60646974435076
1200,9.179460525512695,113.67671929718927
1400,9.147510528564453,132.8329416261986
1600,9.219476699829102,151.82102422509342
1800,9.187850952148438,170.6018313653767
2000,9.212688446044922,189.68273124611005
2200,9.150519371032715,208.78382796607912
2400,9.33006477355957,227.7037797840312
2600,9.221957206726074,246.70865357900038
2800,9.221267700195312,265.7191892131232
3000,9.237807273864746,284.88832329632714
3200,9.220841407775879,303.95840310910717
3400,9.193137168884277,322.9048066032119
3600,9.248603820800781,341.1972781820223
3800,9.23855972290039,359.2300811181776
4000,9.187589645385742,377.5763395582326
4200,9.227519989013672,395.9896976519376
4400,9.308462142944336,414.4777182750404
4600,9.28751277923584,432.8198034041561
4800,9.17313289642334,451.3453108500689
5000,9.190666198730469,469.68988854438066
5200,9.235044479370117,488.24152216827497
5400,9.209875106811523,508.12867895513773
5600,9.212787628173828,526.6185823152773
5800,9.238630294799805,545.2380249113776
6000,9.214582443237305,563.9253553403541
6200,9.243932723999023,582.4287933423184
6400,9.225141525268555,601.0705019133165
6600,9.228119850158691,619.7588855302893
6800,9.216270446777344,638.3165802620351
7000,9.275333404541016,656.8812095890753
7200,9.261129379272461,675.723668014165
7400,9.506757736206055,694.3234120500274
7600,9.241645812988281,712.9530052063055
7800,9.27022933959961,731.547995832283
8000,9.369420051574707,750.4905752441846
8200,9.278546333312988,769.158854952082
8400,9.291276931762695,787.7475136211142
8600,9.16104507446289,806.7828713543713
8800,9.23110294342041,825.2421727152541
9000,9.21310043334961,844.0304205901921
9200,9.313949584960938,862.7264589811675
9400,9.416128158569336,881.7089788420126
9600,9.250752449035645,900.7870914391242
9800,9.19204330444336,919.704331011977
10000,9.209096908569336,938.2798451571725
