epoch,val_loss,elapsed,log_std,std,beta
200,12.396405220031738,23.093372359871864,-0.096614308655262,0.9079061150550842,0.04623710181180931
400,30.568462371826172,43.65920143201947,-0.1484469324350357,0.8620457649230957,0.04275739167911238
600,13.878303527832031,64.63997620297596,-0.13232305645942688,0.8760579228401184,0.03953955744549055
800,14.130607604980469,86.52410598378628,-0.1479116976261139,0.8625072836875916,0.03656389086402058
1000,13.672651290893555,107.89949874486774,-0.15413528680801392,0.8571560382843018,0.03381216689031207
1200,14.634081840515137,127.82232964970171,-0.16348372399806976,0.8491803407669067,0.03126753205970494
1400,29.694576263427734,149.4773632446304,-0.19191069900989532,0.8253806233406067,0.028914401264971773
1600,28.311370849609375,171.604079823941,-0.19215738773345947,0.825177013874054,0.026738362302320153
1800,19.34881591796875,198.78331011300907,-0.19171097874641418,0.8255454897880554,0.024726087601068415
2000,17.093246459960938,228.85267153568566,-0.1918642818927765,0.8254188895225525,0.02286525259636632
2200,16.883012771606445,259.7368272668682,-0.19210979342460632,0.8252162933349609,0.02114446024501853
2400,16.667804718017578,283.2818533219397,-0.192434623837471,0.824948251247406,0.019553171222093522
2600,15.986806869506836,302.6390202329494,-0.1927398294210434,0.8246964812278748,0.018081639370793556
2800,13.690202713012695,322.44267480960116,-0.19287532567977905,0.8245847225189209,0.016720852010236025
3000,13.666315078735352,341.7185668256134,-0.19353267550468445,0.8240429162979126,0.015462474735549587
3200,13.371316909790039,361.49844099069014,-0.19388428330421448,0.8237532377243042,0.014298800372202708
3400,12.9363431930542,380.89251848775893,-0.19421808421611786,0.8234782814979553,0.013222701771925466
3600,14.548251152038574,399.9716813126579,-0.19484086334705353,0.8229656219482422,0.012227588161114182
3800,12.709797859191895,419.8189708008431,-0.19462543725967407,0.8231428861618042,0.01130736477436621
4000,13.926139831542969,439.48354573873803,-0.19356505572795868,0.8240162134170532,0.010456395525912732
4200,15.357580184936523,459.07221608189866,-0.19379402697086334,0.8238275647163391,0.009669468490323487
4400,14.760826110839844,478.42859032470733,-0.1950109302997589,0.8228256702423096,0.00894176398106338
4600,14.449296951293945,497.38973898859695,-0.19690757989883423,0.8212665319442749,0.008268825031391936
4800,14.951108932495117,516.7124153696932,-0.19721496105194092,0.8210141062736511,0.007646530096810125
5000,13.198884963989258,535.7774920337833,-0.1982753425836563,0.82014399766922,0.007071067811865475
5200,12.66451644897461,554.8274009078741,-0.19972330331802368,0.8189573287963867,0.0065389136467086315
5400,13.357583999633789,573.986286080908,-0.20135021209716797,0.8176260590553284,0.0060468083204299255
5600,13.466817855834961,593.2020251885988,-0.20351773500442505,0.8158557415008545,0.005591737838964281
5800,14.140972137451172,612.2428467017598,-0.2057570517063141,0.8140308260917664,0.005170915035302762
6000,13.47195816040039,631.3366649369709,-0.20886997878551483,0.8115007877349854,0.004781762498950185
6200,12.448909759521484,650.4859396899119,-0.21150873601436615,0.8093622326850891,0.004421896790077028
6400,12.364812850952148,670.5893905088305,-0.21411605179309845,0.8072547316551208,0.004089113841682086
6600,15.300886154174805,689.7965061645955,-0.21845610439777374,0.8037588000297546,0.0037813754603586653
6800,14.397229194641113,709.2715832968242,-0.22142162919044495,0.8013787269592285,0.003496796842985617
7000,14.41104793548584,728.5630496819504,-0.2238091230392456,0.7994677424430847,0.003233635032886788
7200,12.07892894744873,747.8769891005941,-0.2278745174407959,0.7962241768836975,0.0029902782447563947
7400,12.175424575805664,767.0758797028102,-0.23265880346298218,0.7924239635467529,0.0027652359929687966
7600,13.093658447265625,786.5042779999785,-0.23975248634815216,0.7868225574493408,0.0025571299628115566
7800,13.52157211303711,805.8400525148027,-0.2458381950855255,0.782048761844635,0.0023646855687309218
8000,12.833587646484375,825.3321116827428,-0.2522502541542053,0.777050256729126,0.002186724147886556
8200,13.688304901123047,844.6084099086002,-0.2592916786670685,0.7715979218482971,0.0020221557412034535
8400,13.818012237548828,863.7167370240204,-0.2680304944515228,0.7648844718933105,0.0018699724177071754
8600,14.147298812866211,882.9747981969267,-0.2775108218193054,0.7576673626899719,0.0017292421012560372
8800,13.754831314086914,901.8722818596289,-0.286532461643219,0.750862717628479,0.001599102861860849
9000,12.3578519821167,921.0418570516631,-0.2970394492149353,0.7430146932601929,0.001478757636628314
9200,14.29996109008789,940.3424744978547,-0.30880969762802124,0.7343205213546753,0.001367469347995477
9400,16.00615692138672,959.7018960248679,-0.32450270652770996,0.7228867411613464,0.0012645563893559076
9600,13.653855323791504,979.2672492340207,-0.33800169825553894,0.7131941318511963,0.0011693884504284612
9800,14.345422744750977,998.8939029700123,-0.35463061928749084,0.7014325261116028,0.0010813826568002933
10000,13.284982681274414,1018.0702406680211,-0.37320446968078613,0.6885244250297546,0.001
